GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66
1500000US370510009004,370510009004,"Block Group 4, Census Tract 9, Cumberland County, North Carolina",680,146,42,43,42,43,0,12,15,23,0,12,27,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,105,70,46,53,0,12,0,12,0,12,12,19,34,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,46,334,112,213,87,142,77,40,47,0,12,15,25,16,18,0,12,101,71,0,12,0,12,0,12,18,28,9,16,0,12,74,69,20,30,199,80,41,46,0,12,0,12,41,46,0,12,0,12,158,74,0,12,0,12,17,27,0,12,0,12,0,12,141,70,0,12
1500000US370510009005,370510009005,"Block Group 5, Census Tract 9, Cumberland County, North Carolina",988,236,213,136,169,125,125,109,0,12,0,12,24,40,0,12,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,62,317,116,240,109,160,94,31,49,0,12,14,25,35,39,0,12,12,21,0,12,0,12,0,12,0,12,0,12,12,21,65,69,305,106,159,97,159,97,0,12,0,12,0,12,0,12,0,12,27,31,0,12,0,12,0,12,19,28,8,14,0,12,0,12,119,95,153,89,0,12,0,12,0,12,0,12,0,12,0,12,153,89,0,12,0,12,16,25,33,38,0,12,0,12,104,85,0,12
1500000US370510009006,370510009006,"Block Group 6, Census Tract 9, Cumberland County, North Carolina",844,249,163,104,163,104,92,86,0,12,0,12,39,44,32,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,169,109,121,79,84,47,0,12,0,12,26,41,11,18,0,12,48,45,0,12,0,12,0,12,15,24,0,12,33,38,0,12,339,111,257,98,228,88,29,32,0,12,0,12,0,12,0,12,32,37,16,26,0,12,0,12,16,26,0,12,0,12,0,12,50,49,173,83,0,12,0,12,0,12,0,12,0,12,0,12,173,83,0,12,19,31,49,46,0,12,0,12,0,12,105,77,0,12
1500000US370510010001,370510010001,"Block Group 1, Census Tract 10, Cumberland County, North Carolina",755,226,227,97,156,79,13,22,0,12,0,12,143,77,0,12,0,12,34,38,0,12,0,12,0,12,0,12,0,12,34,38,37,54,251,177,220,173,108,163,0,12,0,12,89,58,10,15,13,18,12,15,0,12,0,12,0,12,0,12,0,12,12,15,19,21,231,74,133,64,79,53,0,12,0,12,54,35,0,12,0,12,62,39,0,12,0,12,0,12,31,27,0,12,0,12,31,28,36,25,46,30,8,13,0,12,0,12,8,13,0,12,0,12,38,28,0,12,0,12,0,12,29,25,0,12,0,12,9,14,0,12
1500000US370510010002,370510010002,"Block Group 2, Census Tract 10, Cumberland County, North Carolina",1838,284,271,119,262,116,38,32,0,12,0,12,224,109,0,12,0,12,9,14,0,12,0,12,9,14,0,12,0,12,0,12,0,12,705,195,359,165,203,168,47,32,10,15,93,52,6,10,0,12,50,37,10,17,0,12,7,12,0,12,0,12,33,29,296,113,577,116,323,83,115,43,38,33,20,34,107,52,0,12,43,29,75,43,0,12,0,12,0,12,36,34,0,12,18,19,21,19,179,64,285,41,24,19,3,7,11,15,10,15,0,12,0,12,261,46,13,21,51,27,37,28,48,29,0,12,0,12,112,40,0,12
1500000US370510011001,370510011001,"Block Group 1, Census Tract 11, Cumberland County, North Carolina",1169,262,317,189,254,181,8,14,9,14,0,12,228,180,9,14,0,12,18,28,0,12,0,12,0,12,0,12,0,12,18,28,45,46,207,82,110,54,28,26,42,40,0,12,40,35,0,12,0,12,19,20,0,12,0,12,0,12,10,14,0,12,9,15,78,54,349,94,246,78,90,49,34,26,17,24,62,45,35,32,8,13,86,40,0,12,0,12,0,12,18,18,0,12,0,12,68,37,17,19,296,69,80,40,0,12,0,12,80,40,0,12,0,12,216,66,0,12,44,39,0,12,8,12,0,12,7,11,157,55,0,12
1500000US370510011002,370510011002,"Block Group 2, Census Tract 11, Cumberland County, North Carolina",1010,240,268,143,259,139,34,30,6,10,0,12,219,140,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,226,113,117,77,78,66,12,15,0,12,27,32,0,12,0,12,60,64,0,12,0,12,0,12,0,12,0,12,60,64,49,37,327,82,166,51,85,51,14,15,0,12,51,32,0,12,16,13,88,50,18,21,0,12,0,12,30,27,0,12,19,21,21,23,73,41,189,63,13,16,0,12,4,7,9,14,0,12,0,12,176,61,0,12,79,49,21,21,15,18,0,12,0,12,61,40,0,12
1500000US370510011003,370510011003,"Block Group 3, Census Tract 11, Cumberland County, North Carolina",2263,283,392,137,350,138,197,98,0,12,0,12,153,100,0,12,0,12,19,32,0,12,0,12,0,12,0,12,0,12,19,32,23,28,1046,201,900,157,504,139,277,71,0,12,104,54,15,20,0,12,35,42,23,40,0,12,12,16,0,12,0,12,0,12,111,95,439,83,296,76,135,56,27,30,0,12,88,53,38,39,8,13,61,40,0,12,0,12,0,12,24,27,9,14,0,12,28,27,82,39,386,91,27,24,0,12,0,12,27,24,0,12,0,12,359,96,0,12,125,68,10,17,33,34,0,12,0,12,191,61,0,12
1500000US370510012001,370510012001,"Block Group 1, Census Tract 12, Cumberland County, North Carolina",1051,207,209,109,151,82,38,34,0,12,0,12,99,75,14,23,0,12,58,70,0,12,0,12,0,12,37,62,0,12,21,35,0,12,241,123,144,89,52,50,41,44,0,12,51,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,97,84,335,113,233,100,65,46,0,12,37,41,65,57,66,75,0,12,41,37,0,12,0,12,0,12,14,21,0,12,0,12,27,30,61,51,266,81,85,57,0,12,0,12,70,52,15,23,0,12,181,75,0,12,17,27,14,23,68,49,0,12,0,12,82,57,0,12
1500000US370510012002,370510012002,"Block Group 2, Census Tract 12, Cumberland County, North Carolina",843,241,234,158,215,142,51,79,0,12,0,12,164,122,0,12,0,12,19,28,0,12,0,12,0,12,0,12,0,12,19,28,0,12,182,97,114,83,11,18,16,27,0,12,74,71,13,21,0,12,17,27,0,12,0,12,0,12,0,12,0,12,17,27,51,54,290,111,143,80,99,64,17,26,0,12,27,30,0,12,0,12,126,65,31,49,0,12,0,12,43,41,0,12,0,12,52,41,21,24,137,70,25,29,0,12,0,12,25,29,0,12,0,12,112,70,0,12,23,28,22,34,54,53,0,12,0,12,13,21,0,12
1500000US370510012003,370510012003,"Block Group 3, Census Tract 12, Cumberland County, North Carolina",1178,240,336,131,309,125,11,19,0,12,20,31,246,122,32,53,0,12,14,22,0,12,0,12,0,12,0,12,0,12,14,22,13,20,293,120,178,89,75,63,0,12,9,15,94,64,0,12,0,12,27,32,0,12,0,12,0,12,0,12,0,12,27,32,88,56,397,115,265,99,115,66,12,19,39,36,80,72,0,12,19,28,15,23,0,12,0,12,0,12,0,12,0,12,0,12,15,23,117,69,152,81,28,32,0,12,0,12,28,32,0,12,0,12,124,75,0,12,0,12,0,12,14,22,0,12,0,12,110,74,0,12
1500000US370510012004,370510012004,"Block Group 4, Census Tract 12, Cumberland County, North Carolina",2112,323,734,209,606,202,190,119,8,16,0,12,395,190,13,21,0,12,98,80,63,70,0,12,0,12,35,36,0,12,0,12,30,48,458,137,301,123,137,97,28,27,0,12,93,58,28,32,15,23,94,73,15,24,0,12,0,12,0,12,0,12,79,71,63,53,699,142,400,127,273,124,62,49,17,25,18,25,14,22,16,24,205,101,38,30,0,12,14,22,20,19,0,12,0,12,133,74,94,58,221,77,52,46,0,12,0,12,52,46,0,12,0,12,169,70,0,12,0,12,0,12,56,41,0,12,0,12,113,59,0,12
1500000US370510014001,370510014001,"Block Group 1, Census Tract 14, Cumberland County, North Carolina",1819,367,417,190,417,190,35,39,0,12,0,12,382,191,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,566,194,455,166,167,99,43,49,0,12,195,115,20,32,30,46,18,28,18,28,0,12,0,12,0,12,0,12,0,12,93,75,654,170,508,143,234,137,95,74,24,36,77,59,29,47,49,60,12,19,12,19,0,12,0,12,0,12,0,12,0,12,0,12,134,79,182,98,20,30,0,12,0,12,20,30,0,12,0,12,162,95,0,12,0,12,37,34,26,41,0,12,0,12,99,90,0,12
1500000US370510014002,370510014002,"Block Group 2, Census Tract 14, Cumberland County, North Carolina",854,263,180,133,160,113,0,12,0,12,0,12,160,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,32,251,113,158,93,51,48,22,37,20,32,65,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,75,210,96,137,65,46,44,15,25,47,43,29,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,70,213,95,32,37,0,12,0,12,32,37,0,12,0,12,181,93,0,12,27,43,62,73,28,32,0,12,0,12,64,47,0,12
1500000US370510014003,370510014003,"Block Group 3, Census Tract 14, Cumberland County, North Carolina",691,234,81,66,81,66,36,40,8,16,0,12,5,16,32,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,173,125,90,84,90,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,95,338,140,258,92,162,85,66,79,17,25,0,12,13,22,0,12,15,24,0,12,0,12,0,12,0,12,15,24,0,12,0,12,65,69,99,57,35,53,0,12,0,12,35,53,0,12,0,12,64,52,0,12,0,12,41,47,0,12,0,12,0,12,23,37,0,12
1500000US370510014004,370510014004,"Block Group 4, Census Tract 14, Cumberland County, North Carolina",1382,228,327,135,265,129,98,84,17,27,0,12,117,80,33,52,0,12,44,49,0,12,0,12,0,12,0,12,0,12,44,49,18,28,225,95,112,68,52,47,0,12,0,12,36,41,24,36,0,12,37,41,23,36,0,12,0,12,0,12,0,12,14,22,76,60,684,156,470,143,325,130,0,12,0,12,113,92,32,49,0,12,126,77,46,42,0,12,19,26,14,22,47,55,0,12,0,12,88,64,146,90,77,73,0,12,0,12,63,70,0,12,14,22,69,57,0,12,14,22,16,25,0,12,0,12,0,12,39,45,0,12
1500000US370510014005,370510014005,"Block Group 5, Census Tract 14, Cumberland County, North Carolina",1624,370,437,184,382,181,177,135,35,54,0,12,122,122,48,74,0,12,41,64,0,12,0,12,0,12,41,64,0,12,0,12,14,24,315,181,153,107,115,105,0,12,0,12,16,25,22,33,0,12,54,82,0,12,0,12,0,12,54,82,0,12,0,12,108,106,598,161,449,121,244,113,64,62,63,55,12,20,46,42,20,32,83,70,0,12,0,12,0,12,8,14,35,55,23,35,17,27,66,65,274,102,38,43,0,12,0,12,38,43,0,12,0,12,236,102,0,12,42,44,61,52,21,34,0,12,0,12,112,76,0,12
1500000US370510015001,370510015001,"Block Group 1, Census Tract 15, Cumberland County, North Carolina",1301,199,277,98,256,92,109,54,8,12,0,12,131,77,8,16,0,12,21,22,0,12,0,12,0,12,0,12,0,12,21,22,0,12,294,102,193,77,136,71,0,12,0,12,37,29,20,20,0,12,11,18,0,12,0,12,0,12,11,18,0,12,0,12,90,53,501,104,422,102,269,107,74,51,13,20,46,36,9,11,11,18,23,18,4,8,0,12,7,11,8,9,0,12,0,12,4,8,56,46,229,65,81,42,0,12,0,12,81,42,0,12,0,12,148,60,0,12,21,22,49,41,28,32,0,12,0,12,50,39,0,12
1500000US370510015002,370510015002,"Block Group 2, Census Tract 15, Cumberland County, North Carolina",1449,255,401,136,378,134,65,55,20,26,0,12,243,116,50,53,0,12,10,16,0,12,0,12,0,12,0,12,0,12,10,16,13,20,289,111,168,68,95,57,14,21,0,12,28,27,31,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,121,66,571,118,270,88,165,70,14,17,7,12,57,41,27,28,0,12,120,67,12,18,0,12,0,12,0,12,0,12,0,12,108,65,181,71,188,62,38,29,0,12,0,12,38,29,0,12,0,12,150,52,0,12,20,23,44,46,9,13,0,12,11,18,66,43,0,12
1500000US370510016011,370510016011,"Block Group 1, Census Tract 16.01, Cumberland County, North Carolina",1988,374,616,198,560,199,188,110,0,12,0,12,319,163,53,65,0,12,31,48,0,12,0,12,0,12,0,12,0,12,31,48,25,41,439,151,295,110,140,93,13,21,0,12,86,69,29,34,27,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,144,88,797,196,576,161,386,142,47,49,35,42,30,35,78,58,0,12,97,63,15,24,0,12,0,12,0,12,13,21,12,20,57,48,124,71,136,80,58,52,0,12,0,12,58,52,0,12,0,12,61,46,0,12,16,26,0,12,0,12,0,12,0,12,45,39,17,28
1500000US370510016012,370510016012,"Block Group 2, Census Tract 16.01, Cumberland County, North Carolina",2249,354,662,199,617,199,108,102,36,28,0,12,210,151,263,133,0,12,28,32,0,12,0,12,0,12,28,32,0,12,0,12,17,26,546,203,303,124,60,68,80,70,0,12,32,37,131,71,0,12,166,159,0,12,0,12,0,12,14,22,12,20,140,157,77,64,704,159,507,132,247,102,76,54,55,53,13,21,116,71,0,12,95,54,15,23,13,21,0,12,12,19,0,12,0,12,55,46,102,79,337,98,143,100,0,12,0,12,143,100,0,12,0,12,186,76,0,12,12,21,0,12,14,22,0,12,14,25,146,79,8,11
1500000US370510016013,370510016013,"Block Group 3, Census Tract 16.01, Cumberland County, North Carolina",3329,437,1038,281,1012,277,272,137,25,38,0,12,438,219,277,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,31,698,166,451,149,166,101,69,51,0,12,69,60,147,99,0,12,42,33,0,12,0,12,0,12,0,12,0,12,42,33,205,84,1328,208,947,179,547,136,112,81,0,12,55,48,195,98,38,45,266,126,15,23,0,12,0,12,14,22,44,36,36,41,157,108,115,68,265,115,81,80,0,12,0,12,81,80,0,12,0,12,184,91,0,12,0,12,43,41,15,23,0,12,0,12,126,68,0,12
1500000US370510016031,370510016031,"Block Group 1, Census Tract 16.03, Cumberland County, North Carolina",1842,274,602,163,540,156,60,48,0,12,0,12,454,146,26,23,0,12,31,29,0,12,0,12,0,12,11,17,0,12,20,24,31,27,475,135,317,99,86,42,39,51,10,15,168,85,6,9,8,13,63,47,21,28,0,12,0,12,16,19,0,12,26,28,95,53,572,122,411,84,189,60,33,29,10,15,142,64,18,27,19,21,102,62,24,25,0,12,0,12,35,36,4,6,0,12,39,41,59,38,193,61,38,29,0,12,0,12,38,29,0,12,0,12,155,65,0,12,17,25,11,15,37,29,0,12,26,28,64,38,0,12
1500000US370510016032,370510016032,"Block Group 2, Census Tract 16.03, Cumberland County, North Carolina",2005,227,625,131,502,102,129,73,0,12,0,12,245,68,128,54,0,12,35,21,0,12,0,12,0,12,7,11,0,12,28,25,88,65,524,119,418,101,169,70,64,38,0,12,122,59,54,32,9,13,19,23,0,12,0,12,0,12,13,19,0,12,6,10,87,41,671,95,412,81,263,73,9,15,26,30,29,24,68,39,17,19,146,58,22,21,8,13,6,9,10,22,13,16,0,12,87,37,113,49,185,54,95,46,9,13,0,12,86,44,0,12,0,12,90,38,0,12,23,21,18,22,6,9,0,12,0,12,43,31,0,12
1500000US370510016041,370510016041,"Block Group 1, Census Tract 16.04, Cumberland County, North Carolina",1053,235,329,133,251,133,53,44,23,27,0,12,175,114,0,12,0,12,52,60,0,12,0,12,0,12,18,28,0,12,34,54,26,29,218,93,143,83,127,77,0,12,0,12,16,25,0,12,0,12,44,48,0,12,0,12,0,12,0,12,0,12,44,48,31,34,346,99,244,96,148,77,54,52,27,29,15,24,0,12,0,12,56,46,11,20,0,12,0,12,0,12,21,32,13,21,11,17,46,60,160,62,31,38,0,12,0,12,31,38,0,12,0,12,129,63,0,12,50,45,21,29,15,25,0,12,0,12,43,40,0,12
1500000US370510016042,370510016042,"Block Group 2, Census Tract 16.04, Cumberland County, North Carolina",2251,395,773,273,773,273,145,155,17,28,0,12,496,217,115,99,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,520,173,354,150,158,115,30,33,0,12,42,39,85,91,39,51,44,43,0,12,0,12,0,12,0,12,0,12,44,43,122,91,749,154,517,141,254,107,77,45,5,12,132,81,37,35,12,19,122,66,26,41,9,14,0,12,34,25,0,12,5,9,48,42,110,60,209,98,59,57,0,12,0,12,59,57,0,12,0,12,150,61,0,12,9,14,12,20,56,47,0,12,0,12,73,51,0,12
1500000US370510016043,370510016043,"Block Group 3, Census Tract 16.04, Cumberland County, North Carolina",3807,538,1453,462,919,197,285,147,35,38,0,12,337,150,242,111,20,31,106,83,20,29,0,12,0,12,32,37,0,12,54,68,428,457,1105,202,749,194,320,137,67,54,18,29,225,112,119,55,0,12,86,50,0,12,0,12,0,12,27,30,0,12,59,45,270,128,1055,176,655,150,408,124,88,57,26,30,39,37,94,60,0,12,296,99,75,65,13,21,0,12,24,33,56,43,0,12,128,61,104,62,194,77,55,43,0,12,0,12,55,43,0,12,0,12,139,74,0,12,32,30,17,23,16,26,0,12,0,12,74,58,0,12
1500000US370510017001,370510017001,"Block Group 1, Census Tract 17, Cumberland County, North Carolina",2056,320,276,109,276,109,43,56,0,12,0,12,171,87,62,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,855,252,681,240,362,173,139,116,0,12,127,109,53,64,0,12,35,40,0,12,0,12,0,12,19,30,0,12,16,26,139,130,672,150,467,127,291,126,51,49,0,12,89,55,36,40,0,12,60,55,0,12,0,12,0,12,15,23,0,12,0,12,45,53,145,83,253,88,57,54,0,12,0,12,57,54,0,12,0,12,196,80,0,12,25,39,16,28,0,12,0,12,0,12,155,71,0,12
1500000US370510017002,370510017002,"Block Group 2, Census Tract 17, Cumberland County, North Carolina",1123,374,298,177,287,170,23,36,0,12,0,12,264,164,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,325,190,95,84,30,48,38,61,0,12,27,30,0,12,0,12,23,28,0,12,0,12,0,12,17,26,0,12,6,12,207,146,362,119,195,92,138,81,0,12,0,12,25,29,14,22,18,28,129,67,30,47,19,30,0,12,13,21,0,12,0,12,67,48,38,42,138,66,52,52,23,26,0,12,29,46,0,12,0,12,86,46,0,12,37,32,13,21,14,21,0,12,0,12,22,38,0,12
1500000US370510017003,370510017003,"Block Group 3, Census Tract 17, Cumberland County, North Carolina",1406,347,424,213,424,213,59,77,0,12,0,12,328,200,37,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,316,139,192,95,55,51,0,12,0,12,94,74,25,28,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,89,505,145,381,127,179,99,11,17,46,42,88,59,43,49,14,22,67,56,0,12,0,12,0,12,13,21,0,12,0,12,54,51,57,40,161,77,48,38,0,12,0,12,48,38,0,12,0,12,113,68,0,12,14,22,12,20,26,27,0,12,13,19,48,49,0,12
1500000US370510017004,370510017004,"Block Group 4, Census Tract 17, Cumberland County, North Carolina",4113,449,1614,275,1442,249,208,118,25,37,0,12,457,192,752,231,0,12,38,50,0,12,0,12,0,12,28,47,0,12,10,16,134,85,1181,202,933,187,396,187,30,38,0,12,146,87,346,101,15,22,75,53,14,22,0,12,0,12,11,20,0,12,50,44,173,89,1169,170,800,155,309,115,23,26,15,24,116,70,321,133,16,26,193,100,34,39,0,12,14,22,14,22,31,33,0,12,100,60,176,83,149,88,39,37,0,12,0,12,39,37,0,12,0,12,110,67,0,12,14,22,0,12,0,12,0,12,15,24,81,60,0,12
1500000US370510018001,370510018001,"Block Group 1, Census Tract 18, Cumberland County, North Carolina",1266,231,244,106,187,92,94,67,0,12,0,12,93,79,0,12,0,12,57,54,0,12,0,12,0,12,9,14,0,12,48,52,0,12,379,117,241,85,174,85,31,38,0,12,36,32,0,12,0,12,16,17,0,12,0,12,0,12,9,13,0,12,7,12,122,60,462,75,297,84,227,83,30,27,0,12,26,25,14,16,0,12,136,61,7,10,15,16,7,11,16,18,6,10,0,12,85,59,29,25,181,50,33,31,0,12,0,12,33,31,0,12,0,12,148,47,0,12,50,37,20,21,12,16,0,12,0,12,66,37,0,12
1500000US370510018002,370510018002,"Block Group 2, Census Tract 18, Cumberland County, North Carolina",1168,161,262,98,234,88,20,24,0,12,0,12,187,85,27,24,0,12,15,23,0,12,0,12,0,12,0,12,0,12,15,23,13,18,239,77,144,59,74,53,0,12,0,12,48,39,22,24,0,12,28,32,0,12,0,12,12,19,0,12,0,12,16,25,67,41,438,90,253,65,112,50,31,25,44,28,44,31,22,23,0,12,48,35,0,12,0,12,0,12,14,15,15,18,0,12,19,21,137,56,229,54,35,35,0,12,0,12,35,35,0,12,0,12,194,52,0,12,28,25,0,12,10,15,0,12,0,12,156,53,0,12
1500000US370510019011,370510019011,"Block Group 1, Census Tract 19.01, Cumberland County, North Carolina",2213,160,579,98,563,95,65,32,22,21,0,12,391,92,80,37,5,7,10,15,0,12,0,12,0,12,0,12,0,12,10,15,6,8,581,85,365,75,234,68,8,9,0,12,82,30,41,23,0,12,19,12,0,12,0,12,3,4,12,9,0,12,4,7,197,64,797,80,435,61,266,59,50,27,4,6,39,25,42,26,34,22,153,41,10,9,19,15,0,12,32,17,26,20,0,12,66,26,209,57,256,34,66,32,0,12,0,12,61,31,0,12,5,7,183,32,0,12,54,23,20,15,12,13,0,12,14,14,83,30,7,12
1500000US370510019021,370510019021,"Block Group 1, Census Tract 19.02, Cumberland County, North Carolina",2098,213,533,134,488,132,130,63,0,12,8,13,334,122,16,18,0,12,36,28,0,12,0,12,0,12,0,12,0,12,36,28,9,13,451,110,244,84,71,39,11,17,0,12,138,66,24,21,0,12,20,20,0,12,0,12,7,13,0,12,0,12,13,16,187,63,780,101,524,100,296,90,62,30,14,16,84,45,51,30,17,18,108,53,0,12,0,12,0,12,18,19,29,28,9,14,52,33,148,50,334,63,103,45,7,11,0,12,96,44,0,12,0,12,221,56,0,12,13,14,35,29,10,15,0,12,7,11,156,52,10,14
1500000US370510019022,370510019022,"Block Group 2, Census Tract 19.02, Cumberland County, North Carolina",2452,277,551,142,506,139,76,54,0,12,0,12,383,118,47,33,0,12,38,36,0,12,0,12,0,12,0,12,0,12,38,36,7,12,783,164,549,122,211,81,20,21,0,12,218,83,74,54,26,28,62,39,0,12,10,15,0,12,17,18,9,14,26,29,172,81,887,112,608,99,335,86,46,29,30,23,75,39,122,50,0,12,171,59,0,12,0,12,8,13,17,18,44,30,0,12,102,48,108,51,231,58,53,33,0,12,0,12,53,33,0,12,0,12,178,56,0,12,14,16,61,39,23,21,0,12,0,12,80,38,0,12
1500000US370510019031,370510019031,"Block Group 1, Census Tract 19.03, Cumberland County, North Carolina",945,137,101,45,77,42,6,10,12,18,0,12,47,35,12,18,0,12,10,17,0,12,0,12,0,12,0,12,0,12,10,17,14,17,391,116,239,86,118,48,21,24,0,12,56,45,21,24,23,26,58,48,0,12,0,12,0,12,45,44,0,12,13,20,94,66,322,77,167,57,116,49,10,16,20,17,14,16,7,12,0,12,92,55,9,15,0,12,0,12,17,18,30,32,0,12,36,33,63,40,131,56,67,48,0,12,0,12,67,48,0,12,0,12,64,33,0,12,23,25,9,13,15,22,0,12,0,12,17,14,0,12
1500000US370510019032,370510019032,"Block Group 2, Census Tract 19.03, Cumberland County, North Carolina",1417,210,325,99,308,100,58,40,0,12,0,12,153,65,97,77,0,12,17,19,0,12,0,12,0,12,9,14,0,12,8,12,0,12,291,98,230,89,125,61,12,17,0,12,59,41,34,33,0,12,10,17,0,12,0,12,0,12,0,12,0,12,10,17,51,35,540,104,367,92,270,77,17,27,10,16,38,31,14,17,18,20,92,38,7,12,7,11,0,12,0,12,18,17,28,23,32,20,81,49,261,76,27,23,17,19,0,12,10,15,0,12,0,12,234,70,9,13,16,18,27,32,20,22,0,12,0,12,162,67,0,12
1500000US370510019033,370510019033,"Block Group 3, Census Tract 19.03, Cumberland County, North Carolina",744,169,190,73,190,73,69,46,0,12,0,12,112,73,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,160,74,128,61,42,36,0,12,0,12,52,52,25,23,9,13,23,24,0,12,0,12,0,12,0,12,0,12,23,24,9,14,279,123,171,66,98,47,0,12,17,19,42,29,8,12,6,9,61,43,7,12,0,12,0,12,9,11,0,12,0,12,45,45,47,41,115,46,31,35,0,12,0,12,31,35,0,12,0,12,84,40,0,12,9,14,15,22,10,15,0,12,16,18,34,21,0,12
1500000US370510019034,370510019034,"Block Group 4, Census Tract 19.03, Cumberland County, North Carolina",799,132,236,91,214,91,65,68,10,17,7,10,132,73,0,12,0,12,22,24,0,12,0,12,7,11,0,12,0,12,15,22,0,12,194,54,109,41,39,34,9,15,0,12,30,23,6,10,25,31,9,15,9,15,0,12,0,12,0,12,0,12,0,12,76,42,294,55,186,46,104,37,0,12,0,12,53,29,10,15,19,20,29,24,6,11,0,12,0,12,0,12,7,12,0,12,16,19,79,36,75,44,27,25,0,12,0,12,27,25,0,12,0,12,48,38,0,12,9,13,0,12,0,12,0,12,0,12,39,30,0,12
1500000US370510020011,370510020011,"Block Group 1, Census Tract 20.01, Cumberland County, North Carolina",1181,211,335,99,297,95,53,42,25,37,11,17,112,64,96,63,0,12,27,26,0,12,0,12,0,12,0,12,0,12,27,26,11,15,370,105,256,95,132,73,0,12,0,12,27,31,97,45,0,12,19,20,9,14,0,12,0,12,10,14,0,12,0,12,95,45,302,69,251,63,134,57,30,26,26,30,32,24,23,21,6,10,33,23,5,9,0,12,0,12,4,8,0,12,0,12,24,21,18,19,174,56,75,55,0,12,0,12,75,55,0,12,0,12,99,53,0,12,9,14,19,23,0,12,0,12,0,12,71,47,0,12
